Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,condition,direction
gs_ind_0,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),2/86,0.044060307160452075,0.13620138039252705,7.759714512291832,24.227349349291284,LCK;PYCARD,Stim48hr,positive
gs_ind_0,Response To Chemokine (GO:1990868),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,DOCK8,Stim48hr,positive
gs_ind_0,Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,LCK,Stim48hr,positive
gs_ind_0,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,PLN,Stim48hr,positive
gs_ind_0,Associative Learning (GO:0008306),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,SLC6A1,Stim48hr,positive
gs_ind_0,Membrane Raft Organization (GO:0031579),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,ANXA2,Stim48hr,positive
gs_ind_0,Positive Regulation Of Keratinocyte Differentiation (GO:0045618),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,MACROH2A1,Stim48hr,positive
gs_ind_0,Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154),1/12,0.04571142218653305,0.13620138039252705,33.71146245059288,104.01358471573793,HDAC4,Stim48hr,positive
gs_ind_0,Negative Regulation Of Immune Effector Process (GO:0002698),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,CD47,Stim48hr,positive
gs_ind_0,Sodium Ion Import Across Plasma Membrane (GO:0098719),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,SLC6A1,Stim48hr,positive
gs_ind_0,Positive Regulation Of Protein Processing (GO:0010954),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,ANXA2,Stim48hr,positive
gs_ind_0,T Cell Proliferation (GO:0042098),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,DOCK8,Stim48hr,positive
gs_ind_0,Regulation Of Leukocyte Activation (GO:0002694),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,LCK,Stim48hr,positive
gs_ind_0,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),2/91,0.04876671201062212,0.13877558438219414,7.323331221563094,22.121640299602543,DOCK8;ARHGAP25,Stim48hr,positive
gs_ind_0,Establishment Of Protein Localization To Chromosome (GO:0070199),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,MACROH2A1,Stim48hr,positive
gs_ind_0,Positive Regulation Of Activated T Cell Proliferation (GO:0042104),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,PYCARD,Stim48hr,positive
gs_ind_0,T Cell Activation (GO:0042110),2/91,0.04876671201062212,0.13877558438219414,7.323331221563094,22.121640299602543,DPP4;LCK,Stim48hr,positive
gs_ind_0,Negative Regulation Of ATP-dependent Activity (GO:0032780),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,PLN,Stim48hr,positive
gs_ind_0,Synaptic Vesicle Membrane Organization (GO:0048499),1/13,0.04942692046489106,0.13877558438219414,31.01212121212121,93.26151332766753,STX3,Stim48hr,positive
gs_ind_0,Cellular Response To Molecule Of Bacterial Origin (GO:0071219),2/92,0.04972921108368027,0.13895626446348938,7.241840861194965,21.733943181586266,MYD88;PYCARD,Stim48hr,positive
gs_ind_1,Phagocytic Vesicle (GO:0045335),2/84,0.042228516323306514,0.13900219956421728,7.949078412995939,25.156126864839198,VAMP8;NCF4,Stim48hr,positive
gs_ind_0,Insulin Secretion (GO:0030073),1/14,0.05312824076523803,0.14364302132823617,28.712682379349047,84.27306225753972,PDX1,Stim48hr,positive
gs_ind_0,Regulation Of Protein Sumoylation (GO:0033233),1/14,0.05312824076523803,0.14364302132823617,28.712682379349047,84.27306225753972,HDAC4,Stim48hr,positive
gs_ind_0,Positive Regulation Of Cell Population Proliferation (GO:0008284),4/365,0.052997109289502055,0.14364302132823617,3.331147102128229,9.785304268765866,STX3;DPP4;HDAC4;CD47,Stim48hr,positive
gs_ind_0,Positive Regulation Of Defense Response (GO:0031349),2/95,0.052657947021397,0.14364302132823617,7.007828435966702,20.630613209499945,PYCARD;CD47,Stim48hr,positive
gs_ind_0,Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058),1/14,0.05312824076523803,0.14364302132823617,28.712682379349047,84.27306225753972,ARHGAP25,Stim48hr,positive
gs_ind_0,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),1/14,0.05312824076523803,0.14364302132823617,28.712682379349047,84.27306225753972,MACROH2A1,Stim48hr,positive
gs_ind_0,Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),1/14,0.05312824076523803,0.14364302132823617,28.712682379349047,84.27306225753972,MYD88,Stim48hr,positive
gs_ind_0,Regulation Of Gene Expression (GO:0010468),7/885,0.05387915859451975,0.14367775625205267,2.3406865150236493,6.837172330912803,MYD88;BTN3A2;HDAC4;TXK;MBNL3;STX3;MACROH2A1,Stim48hr,positive
gs_ind_0,Receptor-Mediated Endocytosis (GO:0006898),2/96,0.05364772008202644,0.14367775625205267,6.933126056837397,20.28158671220349,DPP4;ITGAM,Stim48hr,positive
gs_ind_0,Regulation Of Tumor Necrosis Factor Production (GO:0032680),2/96,0.05364772008202644,0.14367775625205267,6.933126056837397,20.28158671220349,PYCARD;CD47,Stim48hr,positive
gs_ind_0,Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,PYCARD,Stim48hr,positive
gs_ind_0,Intracellular Zinc Ion Homeostasis (GO:0006882),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,LCK,Stim48hr,positive
gs_ind_0,Regulation Of Aerobic Respiration (GO:1903715),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,MACROH2A1,Stim48hr,positive
gs_ind_0,Negative Regulation Of Lipid Metabolic Process (GO:0045833),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,PDE3B,Stim48hr,positive
gs_ind_0,Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,PLN,Stim48hr,positive
gs_ind_0,Regulation Of Myotube Differentiation (GO:0010830),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,HDAC4,Stim48hr,positive
gs_ind_0,Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,MYD88,Stim48hr,positive
gs_ind_0,Regulation Of Oxidative Phosphorylation (GO:0002082),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,MACROH2A1,Stim48hr,positive
gs_ind_0,Peptide Hormone Secretion (GO:0030072),1/15,0.05681543608936094,0.14552725735169644,26.730407523510973,76.66139816140708,PDX1,Stim48hr,positive
gs_ind_0,Cellular Response To Lipopolysaccharide (GO:0071222),2/100,0.05767272631922095,0.14707804441233638,6.649484536082475,18.970785868097277,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Protein Localization To Cell Periphery (GO:1904375),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,VAMP8,Stim48hr,positive
gs_ind_0,Toll-Like Receptor 4 Signaling Pathway (GO:0034142),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,MYD88,Stim48hr,positive
gs_ind_0,T-helper Cell Differentiation (GO:0042093),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,STAT4,Stim48hr,positive
gs_ind_0,Interleukin-1-Mediated Signaling Pathway (GO:0070498),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,MYD88,Stim48hr,positive
gs_ind_0,Regulation Of Calcium Ion Import (GO:0090279),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,PLN,Stim48hr,positive
gs_ind_0,Positive Regulation Of Epidermal Cell Differentiation (GO:0045606),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,MACROH2A1,Stim48hr,positive
gs_ind_0,Myeloid Cell Activation Involved In Immune Response (GO:0002275),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Lipid Catabolic Process (GO:0050994),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,PDE3B,Stim48hr,positive
gs_ind_0,Regulation Of Receptor Recycling (GO:0001919),1/16,0.06048855924502194,0.14842570839954963,25.003910068426197,70.14349479939649,NSF,Stim48hr,positive
gs_ind_0,Regulation Of Cell Adhesion (GO:0030155),2/105,0.06284753264651338,0.1522855085465276,6.325763235220878,17.50366269112809,PDE3B;STX3,Stim48hr,positive
gs_ind_0,Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,UBASH3A,Stim48hr,positive
gs_ind_0,T Cell Mediated Immunity (GO:0002456),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,BTN3A2,Stim48hr,positive
gs_ind_0,Regulation Of Adaptive Immune Response (GO:0002819),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,PYCARD,Stim48hr,positive
gs_ind_0,Positive Regulation Of Protein Targeting To Membrane (GO:0090314),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,ITGAM,Stim48hr,positive
gs_ind_0,Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,MYD88,Stim48hr,positive
gs_ind_0,Regulation Of Lymphocyte Activation (GO:0051249),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,LCK,Stim48hr,positive
gs_ind_0,Negative Regulation Of Phosphate Metabolic Process (GO:0045936),1/17,0.06414766284665374,0.1522855085465276,23.486685032139576,64.50776863897842,CDKN2C,Stim48hr,positive
gs_ind_1,Secondary Lysosome (GO:0005767),1/13,0.04942692046489106,0.15618906866905574,31.01212121212121,93.26151332766753,NCF4,Stim48hr,positive
gs_ind_0,Protein Deacylation (GO:0035601),1/18,0.06779279931605209,0.15648614545681588,22.142857142857142,59.59305580576508,HDAC4,Stim48hr,positive
gs_ind_0,Microglial Cell Activation (GO:0001774),1/18,0.06779279931605209,0.15648614545681588,22.142857142857142,59.59305580576508,ITGAM,Stim48hr,positive
gs_ind_0,Vesicle Docking (GO:0048278),1/18,0.06779279931605209,0.15648614545681588,22.142857142857142,59.59305580576508,STX3,Stim48hr,positive
gs_ind_0,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),1/18,0.06779279931605209,0.15648614545681588,22.142857142857142,59.59305580576508,PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/18,0.06779279931605209,0.15648614545681588,22.142857142857142,59.59305580576508,PLN,Stim48hr,positive
gs_ind_0,Defense Response To Bacterium (GO:0042742),2/109,0.06709737054506865,0.15648614545681588,6.088467993286981,16.44866859003603,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Dendritic Cell Differentiation (GO:0097028),1/18,0.06779279931605209,0.15648614545681588,22.142857142857142,59.59305580576508,BATF2,Stim48hr,positive
gs_ind_0,Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,MYD88,Stim48hr,positive
gs_ind_0,Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,LCK,Stim48hr,positive
gs_ind_0,Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,BTN3A2,Stim48hr,positive
gs_ind_0,Positive Regulation Of T Cell Cytokine Production (GO:0002726),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,IL18R1,Stim48hr,positive
gs_ind_0,Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,LCK,Stim48hr,positive
gs_ind_0,Response To Cytokine (GO:0034097),2/113,0.0714407807473471,0.15985216841551994,5.868198418935787,15.485509080973724,HDAC4;MYD88,Stim48hr,positive
gs_ind_0,Activation Of Phospholipase C Activity (GO:0007202),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,TXK,Stim48hr,positive
gs_ind_0,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),1/19,0.07142402088306657,0.15985216841551994,20.944307944307944,55.274563749018874,PLN,Stim48hr,positive
gs_ind_0,Defense Response To Symbiont (GO:0140546),2/114,0.07254080922736626,0.1610792113641897,5.815578465063001,15.2577864938562,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Cold-Induced Thermogenesis (GO:0120161),2/114,0.07254080922736626,0.1610792113641897,5.815578465063001,15.2577864938562,DECR1;IL18R1,Stim48hr,positive
gs_ind_1,Sarcoplasmic Reticulum Membrane (GO:0033017),1/14,0.05312824076523803,0.16142811617130018,28.712682379349047,84.27306225753972,PLN,Stim48hr,positive
gs_ind_0,Regulation Of Blood Circulation (GO:1903522),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,PLN,Stim48hr,positive
gs_ind_0,Lamellipodium Assembly (GO:0030032),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,ARHGEF6,Stim48hr,positive
gs_ind_0,Superoxide Metabolic Process (GO:0006801),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,NCF4,Stim48hr,positive
gs_ind_0,Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,CTSC,Stim48hr,positive
gs_ind_0,Cellular Response To Osmotic Stress (GO:0071470),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Platelet Activation (GO:0010543),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,TXK,Stim48hr,positive
gs_ind_0,Regulation Of Protein Targeting To Membrane (GO:0090313),1/20,0.07504137958628797,0.16231172473478583,19.86868686868687,51.454248132186,ITGAM,Stim48hr,positive
gs_ind_0,Regulation Of Neutrophil Chemotaxis (GO:0090022),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,DPP4,Stim48hr,positive
gs_ind_0,Regulation Of Macromolecule Metabolic Process (GO:0060255),2/118,0.07699588250048302,0.16403084831378856,5.614132118047874,14.394653460207604,STX3;TXK,Stim48hr,positive
gs_ind_0,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,HDAC4,Stim48hr,positive
gs_ind_0,Negative Regulation Of Catalytic Activity (GO:0043086),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,PLN,Stim48hr,positive
gs_ind_0,Positive Regulation Of Neuron Apoptotic Process (GO:0043525),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,ITGAM,Stim48hr,positive
gs_ind_0,Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,HDAC4,Stim48hr,positive
gs_ind_0,Regulation Of Metal Ion Transport (GO:0010959),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,PLN,Stim48hr,positive
gs_ind_0,Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,DKK3,Stim48hr,positive
gs_ind_0,Pyroptosis (GO:0070269),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,PYCARD,Stim48hr,positive
gs_ind_0,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),1/21,0.07864492727373423,0.16403084831378856,18.8980044345898,48.054075268718236,PLN,Stim48hr,positive
gs_ind_1,Collagen-Containing Extracellular Matrix (GO:0062023),3/225,0.05689311896355947,0.1664650517822666,4.1668835008870495,11.94470856142076,ANXA2;CTSC;A2M,Stim48hr,positive
gs_ind_0,Regulation Of Protein Localization To Membrane (GO:1905475),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,VAMP8,Stim48hr,positive
gs_ind_0,Chloride Transmembrane Transport (GO:1902476),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,SLC6A1,Stim48hr,positive
gs_ind_0,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,MYD88,Stim48hr,positive
gs_ind_0,Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,PYCARD,Stim48hr,positive
gs_ind_0,Fc-gamma Receptor Signaling Pathway (GO:0038094),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,LCK,Stim48hr,positive
gs_ind_0,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),3/262,0.08158285146711247,0.16675372886272063,3.562255349356049,8.927497058613154,ANXA2;NSF;MYD88,Stim48hr,positive
gs_ind_0,Fatty Acid Transport (GO:0015908),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,SLCO3A1,Stim48hr,positive
gs_ind_0,Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),1/22,0.08223471560353346,0.16675372886272063,18.017618040873856,45.01121222984866,PLN,Stim48hr,positive
gs_ind_0,Organelle Fusion (GO:0048284),1/23,0.08581079604460448,0.1688466422555833,17.215488215488215,42.27453280474674,STX3,Stim48hr,positive
gs_ind_0,Response To Lipopolysaccharide (GO:0032496),2/126,0.08615804690439012,0.1688466422555833,5.2500724547675235,12.870930179888674,MYD88;PYCARD,Stim48hr,positive
gs_ind_0,Intracellular Monoatomic Cation Homeostasis (GO:0030003),2/126,0.08615804690439012,0.1688466422555833,5.2500724547675235,12.870930179888674,LCK;PLN,Stim48hr,positive
gs_ind_0,Regulation Of Keratinocyte Differentiation (GO:0045616),1/23,0.08581079604460448,0.1688466422555833,17.215488215488215,42.27453280474674,MACROH2A1,Stim48hr,positive
