target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
MRPL51,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),163,9,False,False,3
MRPL52,False,Stim48hr,Not statistically significant,Not statistically significant,453,262,False,False,3
MRPL53,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,180,59,False,False,3
MRPL54,False,Stim48hr,Not statistically significant,Not statistically significant,283,61,False,False,3
MRPL55,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),135,47,False,False,3
MRPL57,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),237,23,False,False,3
MRPL58,False,Stim48hr,Not statistically significant,Not statistically significant,292,136,False,False,3
MRPL9,False,Stim48hr,Not statistically significant,Not statistically significant,634,162,False,False,3
MRPS10,False,Stim48hr,Not statistically significant,Not statistically significant,283,196,False,False,3
MRPS11,False,Stim48hr,Not statistically significant,Not statistically significant,200,1394,False,False,3
MRPS12,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,117,414,False,False,3
MRPS14,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,138,105,False,False,3
MRPS15,False,Stim48hr,Not statistically significant,Not statistically significant,367,975,False,False,3
MRPS16,False,Stim48hr,Not statistically significant,Not statistically significant,300,729,False,False,3
MRPS17,False,Stim8hr,Not statistically significant,Not statistically significant,348,625,False,False,3
MRPS18A,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),286,4,False,False,3
MRPS18B,False,Stim8hr,Not statistically significant,Not statistically significant,406,804,False,False,3
MRPS18C,False,Stim8hr,Not statistically significant,Not statistically significant,271,63,False,False,3
MRPS2,False,Stim8hr,Not statistically significant,Not statistically significant,337,1374,False,False,3
MRPS21,False,Stim8hr,Not statistically significant,Not statistically significant,359,348,False,False,3
MRPS22,False,Stim48hr,Not statistically significant,Not statistically significant,543,117,False,False,3
MRPS23,False,Stim48hr,Not statistically significant,Not statistically significant,282,748,False,False,3
MRPS24,False,Stim8hr,Not statistically significant,Not statistically significant,245,163,False,False,3
MRPS25,False,Stim48hr,Not statistically significant,Not statistically significant,290,1271,False,False,3
MRPS26,False,Stim48hr,Not statistically significant,Not statistically significant,382,223,False,False,3
MRPS27,False,Stim8hr,Not statistically significant,Not statistically significant,298,87,False,False,3
MRPS28,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),563,6,False,False,3
MRPS30,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),247,9,False,False,3
MRPS31,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,152,326,False,False,3
MRPS34,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,119,244,False,False,3
MRPS35,False,Stim8hr,Not statistically significant,Not statistically significant,352,354,False,False,3
MRPS5,False,Stim48hr,Not statistically significant,Not statistically significant,222,232,False,False,3
MRPS6,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,33,473,False,False,3
MRPS7,False,Stim48hr,Not statistically significant,Not statistically significant,263,359,False,False,3
MRPS9,False,Stim8hr,Not statistically significant,Not statistically significant,221,410,False,False,3
MRRF,False,Stim48hr,Off-target flagged,Off-target flagged,375,297,True,True,3
MRS2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1442,12,True,False,3
MRTFA,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),457,5,True,False,3
MRTFB,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),622,27,True,False,3
MRTO4,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,25,282,False,False,1
MS4A1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),390,3,False,False,3
MS4A6A,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),681,1,False,False,3
MS4A7,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),362,0,False,False,3
MSANTD1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),452,0,False,False,3
MSANTD2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),940,2,True,False,3
MSANTD3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),379,7,True,False,3
MSANTD4,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),227,20,True,False,3
MSC,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1024,1,True,False,3
MSGN1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),400,0,False,False,3
MSH2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),783,3,True,False,3
MSH5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),261,11,True,False,3
MSH6,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),654,3,True,False,3
MSI2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),967,23,True,False,3
MSL1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),536,29,True,False,3
MSL2,True,Rest,PASS,,593,321,True,False,3
MSL3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),403,2,False,False,3
MSMO1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),190,1,True,False,3
MSN,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),795,6,True,False,3
MSRA,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),489,3,True,False,3
MSRB1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),623,1,True,False,3
MSRB2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),290,2,True,False,3
MSS51,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),643,1,False,False,3
MST1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1147,13,False,False,3
MSTO1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),347,2,True,False,3
MSX1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),763,1,False,False,3
MSX2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),778,0,False,False,3
MT1E,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1879,13,True,False,3
MT1F,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),699,3,True,False,3
MT1G,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),354,2,False,False,3
MT1H,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),803,1,False,False,3
MT1M,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),500,0,False,False,3
MT1X,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),522,2,True,False,3
MT2A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),799,6,True,False,3
MT3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),876,12,False,False,3
MTA1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),600,6,True,False,3
MTA2,True,Stim8hr,PASS,,205,1729,True,False,3
MTA3,True,Stim8hr,PASS,,358,1053,True,False,3
MTAP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1245,6,True,False,3
MTCH1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),650,24,True,False,3
MTCH2,True,Stim48hr,PASS,,231,693,True,False,3
MTCL3,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),401,21,True,False,3
MTCP1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),685,2,False,True,3
MTDH,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),539,5,True,False,3
MTERF1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),906,1,True,False,3
MTERF2,True,Rest,PASS,,837,60,True,False,3
MTERF3,False,Stim8hr,Off-target flagged,Off-target flagged,277,117,True,True,3
MTERF4,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),424,5,True,False,3
MTF1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),38,255,True,False,3
MTF2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1003,42,True,False,3
MTFMT,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),348,2,True,False,3
MTFP1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),820,3,True,False,3
MTFR1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1141,15,True,False,3
MTFR1L,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),897,3,True,False,3
MTFR2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),204,4,True,False,3
MTG1,True,Stim48hr,PASS,,399,1894,True,False,3
MTG2,True,Rest,PASS,,203,75,True,False,3
MTHFD1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),44,1188,True,False,3
MTHFD1L,True,Stim48hr,PASS,,233,716,True,False,3
MTHFD2,True,Stim48hr,PASS,,230,798,True,False,3
MTHFD2L,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),707,2,True,False,3
MTHFR,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),372,4,True,False,3
MTHFS,False,Stim48hr,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),566,2,False,True,3
MTHFSD,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),798,4,True,False,3
MTIF2,True,Stim48hr,PASS,,391,311,True,False,3
MTIF3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),282,1,True,False,3
MTM1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1362,8,True,False,3
MTMR1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1122,2,True,False,3
MTMR10,True,Rest,PASS,,451,213,True,False,3
MTMR11,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),956,0,False,False,3
MTMR12,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),522,1,True,False,3
MTMR14,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),313,4,True,False,3
MTMR2,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),135,4,True,False,3
MTMR3,True,Stim8hr,PASS,,453,1100,True,False,3
MTMR4,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),684,7,True,False,3
MTMR6,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),363,3,True,False,3
MTMR7,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),987,1,False,False,3
MTMR8,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),633,8,False,False,3
MTMR9,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1767,4,True,False,3
MTNAP1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),64,4,False,False,1
MTO1,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),349,7,True,True,3
MTOR,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,46,187,True,False,2
MTPAP,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),87,784,True,False,3
MTPN,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),389,4,True,False,3
MTR,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),436,2,True,False,3
MTRES1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),138,36,True,False,3
MTRF1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),708,2,True,False,3
MTRF1L,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),577,8,True,False,3
MTRFR,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),643,3,True,True,3
MTRNR2L1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),806,2,False,False,3
MTRNR2L4,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),645,3,False,False,3
MTRNR2L8,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),283,3,False,False,3
MTRR,True,Stim48hr,PASS,,454,107,True,False,3
MTSS1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),584,4,True,False,3
MTSS2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),813,2,False,False,3
MTURN,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),360,0,False,False,3
